Model,Price,Rating,Display,Warranty,graphic_card,Company,touchscreen,Gen_type,Ram_in_gb,Disk_drive,Processor_Name,processor_type,Operating_System
ASUS ZenBook 13 Core i5 8th Gen ,54990,4.5,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,No,Asus,No,8,8,SSD,Intel,i5,Windows 10
HP 15 Core i7 8th Gen ,116941,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,HP,No,8,8,Both,Intel,i7,Windows 10
ASUS VivoBook Flip 14 Core i3 10th Gen ,47700,4.2,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,Asus,Yes,10,4,SSD,Intel,i3,Windows 10
DELL Inspiron Core i5 11th Gen ,74999,,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,No,Dell,No,10,8,SSD,Intel,i5,Windows 10
ASUS ZenBook Flip S OLED Core i7 11th Gen Intel EVO ,149890,5.0,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,Asus,Yes,10,16,SSD,Intel,i7,Windows 10
Lenovo Ideapad 520 Core i5 8th Gen ,64821,2.7,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,8,8,HDD,Intel,i5,Windows 10
MSI Prestige 15 Core i7 10th Gen ,94890,4.5,39.62 cm (15.6 inch) Display,1 Year Warranty,Yes,MSI,No,10,16,SSD,Intel,i7,Windows 10
MSI GP66 Leopard Core i7 10th Gen ,154990,,39.62 cm (15.6 inch) Display,2 Years Carry In Warranty,Yes,MSI,No,10,16,SSD,Intel,i7,Windows 10
HP Ryzen 5 Quad Core 3500U 3rd Gen ,40990,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,3,8,HDD,AMD,Ryzen 5,DOS
HP Core i3 11th Gen ,34990,3.0,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,10,4,SSD,Intel,i3,DOS
ASUS Vivobook 14 Core i3 10th Gen ,40990,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Asus,No,10,8,Both,Intel,i3,Windows 10
HP Pavilion x360 Core i3 11th Gen ,53990,4.7,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,10,8,SSD,Intel,i3,Windows 10
DELL Vostro Core i3 10th Gen ,34990,3.7,35.56 cm (14 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,No,10,4,HDD,Intel,i3,Windows 10
iBall CompBook Pentium Quad Core ,13990,3.7,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,No,iBall,No,Not Mentioned,4,Not Metioned,Intel,Pentium,Windows 10
MICROSOFT Surface Pro X SQ1 Octa Core ,89990,3.5,33.02 cm (13 inch) Touchscreen Display,1 Year Limited Hardware Warranty,No,MICROSOFT,Yes,Not Mentioned,8,SSD,Microsoft,SQ1,Windows 10
Lenovo ThinkPad E15 Core i3 11th Gen ,38990,5.0,39.62 cm (15.6 inches) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,SSD,Intel,i3,DOS
acer Aspire 3 Ryzen 3 Dual Core 3200U ,29990,4.2,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),No,Acer,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
Lenovo Ideapad S145 Core i5 10th Gen ,49990,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,8,Both,Intel,i5,Windows 10
Lenovo Ideapad Gaming 3 Core i5 ,78938,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,Not Mentioned,8,Both,Intel,i5,Windows 10
APPLE MacBook Pro with Touch Bar Core i5 8th Gen ,109990,4.6,33.02 cm (13 inch) Display,1 Year Limited Hardware Warranty,No,Apple,No,8,8,SSD,Intel,i5,Mac
ASUS P SERIES Core i3 10th Gen ,35990,4.5,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
ASUS Core i5 10th Gen ,46990,,35.56 cm (14 inch) Display,,No,Asus,No,10,8,HDD,Intel,i5,Windows 10
ASUS Core i5 10th Gen ,68990,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Asus,No,10,8,SSD,Intel,i5,Windows 10
DELL Latitude 3400 Core i5 8th Gen ,59890,4.1,35.56 cm (14 inch) Display,"3 Years Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,No,8,8,HDD,Intel,i5,Windows 10
Lenovo Ideapad S340 Core i5 10th Gen ,55890,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
HP Envy x360 Core i5 11th Gen ,89179,,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,10,8,SSD,Intel,i5,Windows 10
Lenovo E41 APU Dual Core A6 A6,30799,3.6,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,4,HDD,AMD,APU,Windows 10
MSI Modern 14 Core i3 11th Gen ,54708,,35.56 cm (14 inches) Display,1 Year Carry In Warranty,No,MSI,No,10,8,SSD,Intel,i3,Windows 10
Avita Magus Lite Celeron Dual Core ,16990,3.9,30.99 cm (12.2 inch) Touchscreen Display,1 Year Onsite Warranty,No,Avita,Yes,Not Mentioned,4,Not Metioned,Intel,Celeron,Windows 10
ASUS Ryzen 5 Quad Core ,45990,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,SSD,AMD,Ryzen 5,Windows 10
ASUS ExpertBook P1 Core i5 10th Gen ,61490,,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,No,Asus,No,10,4,HDD,Intel,i5,Windows 10
ASUS ExpertBook P1 Core i5 10th Gen ,62699,,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,No,Asus,No,10,8,HDD,Intel,i5,Windows 10
acer Aspire 5 Core i5 8th Gen ,61990,4.2,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,8,8,HDD,Intel,i5,Windows 10
MICROSOFT Surface Pro 7 Core i5 10th Gen ,99890,4.0,31.24 cm (12.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,MICROSOFT,Yes,10,8,SSD,Intel,i5,Windows 10
ASUS ExpertBook P2 Core i7 10th Gen ,75990,4.3,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Yes,Asus,No,10,8,HDD,Intel,i7,DOS
ASUS ZenBook Flip 3 Core i7 8th Gen ,85031,3.7,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,No,Asus,Yes,8,8,SSD,Intel,i7,Windows 10
acer Swift 3 Core i5 11th Gen ,64990,4.3,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,10,16,SSD,Intel,i5,Windows 10
Nexstgo Core i5 8th Gen ,79990,,35.56 cm (14 inch) Display,3 Years Onsite Warranty,No,Nexstgo,No,8,8,SSD,Intel,i5,Windows 10
ASUS Ryzen 5 Quad Core ,41890,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,SSD,AMD,Ryzen 5,Windows 10
acer Swift 3 Core i5 10th Gen ,59990,4.1,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,10,8,SSD,Intel,i5,Windows 10
DELL Vostro Core i3 10th Gen ,30990,4.0,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Dell,No,10,4,HDD,Intel,i3,Linux/Ubuntu
Lenovo Core i7 10th Gen ,104998,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,10,8,Both,Intel,i7,Windows 10
HP 12b Celeron Dual Core ,29900,3.7,30.48 cm (12 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,Not Mentioned,4,Not Metioned,Intel,Celeron,Mac
MSI GL Core i7 7th Gen ,89990,,39.62 cm (15.6 inch) Display,2 Years Manufacturer Warranty,Yes,MSI,No,7,8,Both,Intel,i7,Windows 10
acer Swift 3 Core i5 11th Gen Intel EVO ,65990,4.2,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),No,Acer,No,10,16,SSD,Intel,i5,Windows 10
ASUS Ryzen 5 Hexa Core ,56985,,39.62 cm (15.6 inch) Display,,No,Asus,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
Avita Liber V14 Ryzen 5 Quad Core 3500U ,34990,4.2,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
DELL Core i5 5th Gen ,69500,1.6,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,Yes,Dell,Yes,5,8,HDD,Intel,i5,Windows 10
acer Aspire 5 Core i5 10th Gen ,54990,4.3,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),No,Acer,No,10,8,SSD,Intel,i5,Windows 10
ASUS Ryzen 5 Hexa Core ,69990,,39.62 cm (15.6 inches) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
acer Aspire 5 Core i5 8th Gen ,61990,4.1,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,8,8,HDD,Intel,i5,Windows 10
MICROSOFT Surface Pro 6 Core i7 8th Gen ,127990,,31.24 cm (12.3 inch) Touchscreen Display,1 Year Limited Hardware Warranty,No,MICROSOFT,Yes,8,8,SSD,Intel,i7,Windows 10
ASUS Pro P5 Core i5 8th Gen ,85990,,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,No,Asus,No,8,8,SSD,Intel,i5,Windows 10
acer Spin 7 Core i7 7th Gen ,79990,4.0,35.56 cm (14 inch) Touchscreen Display,1 Year International Travelers Warranty (ITW),No,Acer,Yes,7,8,SSD,Intel,i7,Windows 10
MSI GL Core i7 7th Gen ,79990,3.5,39.62 cm (15.6 inch) Display,2 Years Warranty,Yes,MSI,No,7,8,HDD,Intel,i7,Windows 10
ASUS ExpertBook P2 Core i5 10th Gen ,83990,,35.56 cm (14 inch) Display,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Yes,Asus,No,10,8,HDD,Intel,i5,Windows 10
Lenovo Core i9 10th Gen ,282998,,39.62 cm (15.6 inch) Display,,Yes,Lenovo,No,10,16,SSD,Intel,i9,Windows 10
Lenovo Ideapad Slim 3 Celeron Dual Core ,29990,4.2,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,4,SSD,Intel,Celeron,Windows 10
Smartron t.book flex Core i5 7th Gen ,52990,3.5,30.99 cm (12.2 inch) Touchscreen Display,1 Year Onsite Warranty,No,Smartron,Yes,7,4,SSD,Intel,i5,Windows 10
acer Chromebook Celeron Dual Core ,19990,3.5,29.46 cm (11.6 inch) Display,1 Year International Travelers Warranty (ITW),No,Acer,No,Not Mentioned,4,Not Metioned,Intel,Celeron,Mac
ASUS ExpertBook B9 Core i5 10th Gen ,109990,,35.56 cm (14 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
DELL Inspiron Core i7 11th Gen ,92187,,35.56 cm (14 inch) Touchscreen Display,,No,Dell,Yes,10,8,SSD,Intel,i7,Windows 10
Lenovo Ideapad Slim 3i Core i3 10th Gen ,34990,3.5,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,HDD,Intel,i3,Windows 10
ASUS ROG Strix Scar 15 Ryzen 9 Octa Core 5900HX ,229990,4.6,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Asus,No,Not Mentioned,32,SSD,AMD,Not Metioned,Windows 10
Avita Liber Core i5 7th Gen ,73990,,33.78 cm (13.3 inch) Display,18 Months Warranty + 6 Months Extended Warranty,No,Avita,No,7,8,SSD,Intel,i5,Windows 10
ASUS ZenBook 13 Core i5 8th Gen ,59990,4.4,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,No,Asus,No,8,8,SSD,Intel,i5,Windows 10
ASUS Celeron Dual Core ,24500,4.6,39.62 cm (15.6 inches) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,HDD,Intel,Celeron,Windows 10
ASUS Core i3 11th Gen ,42990,,39.62 cm (15.6 inch) Display,,No,Asus,No,10,4,SSD,Intel,i3,Windows 10
HP Pavilion 13 Core i5 8th Gen ,59900,,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,No,HP,No,8,8,SSD,Intel,i5,Windows 10
ASUS Core i5 11th Gen ,68990,,39.62 cm (15.6 inch) Display,,No,Asus,No,10,8,Both,Intel,i5,Windows 10
ASUS Core i5 10th Gen ,56990,,35.56 cm (14 inch) Display,,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
Lenovo ThinkPad X1 Core i7 10th Gen ,188499,,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,Lenovo,Yes,10,16,SSD,Intel,i7,Windows 10
Avita Liber Core i7 8th Gen ,75990,,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i7,Windows 10
Avita Liber V14 Ryzen 5 Quad Core 3500U ,55490,4.2,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
Vaio SE Series Core i5 8th Gen ,62990,4.0,35.56 cm (14 inch) Display,2 Years Onsite Warranty,No,Vaio,No,8,8,SSD,Intel,i5,Windows 10
Lenovo Ideapad 320 Core i3 6th Gen ,26990,3.9,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,6,4,HDD,Intel,i3,Windows 10
HP Athlon Dual Core 3050U 3rd Gen ,24990,3.4,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,3,4,HDD,AMD,Athlon,Windows 10
ASUS ZenBook Core i5 10th Gen ,82990,4.6,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
acer Aspire 5 Core i5 10th Gen ,57990,4.5,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),Yes,Acer,No,10,8,SSD,Intel,i5,Windows 10
ASUS Core i3 11th Gen ,46990,,35.56 cm (14 Inches) Display,1 Year Onsite Warranty,No,Asus,No,10,8,SSD,Intel,i3,Windows 10
Avita Liber V14 Ryzen 5 Quad Core 3500U ,38990,4.2,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
Avita Liber Core i5 7th Gen ,52990,,33.78 cm (13.3 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,7,8,SSD,Intel,i5,Windows 10
ASUS Core i5 11th Gen ,62999,,39.62 cm (15.6 inch) Display,,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
Avita Pura Ryzen 5 Quad Core 3500U ,31990,4.2,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
HP 14s Ryzen 3 Quad Core ,40990,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,8,SSD,AMD,Ryzen 3,Windows 10
Avita Liber Core i5 7th Gen ,73990,,33.78 cm (13.3 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,7,8,SSD,Intel,i5,Windows 10
acer Core i5 9th Gen ,67500,,39.62 cm (15.6 inch) Display,,Yes,Acer,No,9,8,HDD,Intel,i5,Windows 10
Lenovo T490 Core i5 10th Gen ,109999,,35.56 cm (14 inch) Display,,No,Lenovo,No,10,8,SSD,Intel,i5,Windows 10
Avita Liber Core i7 8th Gen ,59990,,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i7,Windows 10
ASUS Ryzen 5 Quad Core ,43390,3.5,35.56 cm (14 inch) Display,,No,Asus,No,Not Mentioned,8,HDD,AMD,Ryzen 5,Windows 10
Avita Liber Core i7 8th Gen ,59990,,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i7,Windows 10
Avita Liber Core i7 8th Gen ,75990,,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i7,Windows 10
MSI Modern 14 Core i7 11th Gen ,83113,,35.56 cm (14 inches) Display,1 Year Carry In Warranty,No,MSI,No,10,8,SSD,Intel,i7,Windows 10
acer Swift 3 Core i3 8th Gen ,45890,4.2,33.78 cm (13.3 inch) Display,1 Year International Travelers Warranty (ITW),No,Acer,No,8,4,SSD,Intel,i3,Windows 10
Avita Liber V14 Ryzen 5 Quad Core 3500U ,34990,4.2,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
acer Aspire 5 Core i5 11th Gen ,53990,,39.62 cm (15.6 Inches) Display,1 Year International Travelers Warranty (ITW),No,Acer,No,10,8,SSD,Intel,i5,Windows 10
ASUS VivoBook S14 Core i3 8th Gen ,53990,4.3,35.56 cm (14 inch) Display,2 Years Onsite Warranty,No,Asus,No,8,8,Both,Intel,i3,Windows 10
HP HP 245 G8 RYZEN 3 Ryzen 3 Dual Core ,33999,,35.81 cm (14.1 inch) Display,,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
DELL Core i5 11th Gen ,75999,,35.56 cm (14 inch) Display,,Yes,Dell,No,10,8,SSD,Intel,i5,Windows 10
Lenovo Core i5 10th Gen ,42999,,38.1 cm (15 inch) Display,,No,Lenovo,No,10,4,SSD,Intel,i5,DOS
Avita Liber Core i7 8th Gen ,59990,,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i7,Windows 10
DELL Inspiron 3501 Core i5 11th Gen ,63000,4.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Dell,No,10,8,Both,Intel,i5,Windows 10
DELL Inspiron 13 7000 Series Core i5 8th Gen ,91990,3.8,33.78 cm (13.3 inch) Touchscreen Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,Yes,8,8,SSD,Intel,i5,Windows 10
Lenovo Core i5 8th Gen ,47999,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,8,4,HDD,Intel,i5,DOS
Avita Liber Core i5 8th Gen ,55990,3.6,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i5,Windows 10
Avita Liber V14 Ryzen 5 Quad Core 3500U ,55490,4.2,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
DELL Inspiron Core i3 10th Gen ,50990,4.3,35.56 cm (14 inch) Touchscreen Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",No,Dell,Yes,10,4,SSD,Intel,i3,Windows 10
Avita Liber Core i5 8th Gen ,55990,3.6,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i5,Windows 10
Lenovo Legion Y540 Core i5 9th Gen ,84990,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,9,8,SSD,Intel,i5,Windows 10
DELL G3 Core i5 10th Gen ,73900,4.4,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Yes,Dell,No,10,8,Both,Intel,i5,Windows 10
Avita Liber V14 Ryzen 5 Quad Core 3500U ,55490,4.2,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,Not Mentioned,8,SSD,AMD,Ryzen 5,Windows 10
Avita Liber Core i5 10th Gen ,42990,,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,10,8,SSD,Intel,i5,Windows 10
HP Ryzen 3 Quad Core 3300U ,32390,3.9,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
ASUS Core i3 10th Gen ,35900,4.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Asus,No,10,8,HDD,Intel,i3,Windows 10
Avita Liber Core i7 8th Gen ,59990,,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i7,Windows 10
ASUS Core i3 10th Gen ,35890,3.6,39.62 cm (15.6 inch) Display,,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
ASUS Pentium Quad Core ,26490,3.9,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,HDD,Intel,Pentium,Windows 10
DELL Core i5 10th Gen ,63500,,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Yes,Dell,No,10,8,Both,Intel,i5,Windows 10
HP Ryzen 5 Quad Core 3rd Gen ,55000,,35.56 cm (14 inch) Display,,No,HP,No,3,8,Both,AMD,Ryzen 5,Windows 10
ASUS Ryzen 3 Dual Core ,33400,3.4,39.62 cm (15.6 inch) Display,,No,Asus,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H ,76999,4.5,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,8,Both,AMD,Ryzen 5,Windows 10
Lenovo Yoga Slim 7 Ryzen 7 Octa Core 4800U ,76500,5.0,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,Not Mentioned,8,SSD,AMD,Ryzen 7,Windows 10
Avita Liber Core i5 8th Gen ,55990,3.6,35.56 cm (14 inch) Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),No,Avita,No,8,8,SSD,Intel,i5,Windows 10
HP 14s Core i5 10th Gen ,76045,4.4,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,10,8,Both,Intel,i5,Windows 10
DELL Inspiron Core i7 11th Gen ,92490,,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Yes,Dell,No,10,8,SSD,Intel,i7,Windows 10
MSI GF63 Thin Core i7 9th Gen ,79990,4.5,39.62 cm (15.6 inch) Display,2 Year Limited Hardware Warranty,Yes,MSI,No,9,8,SSD,Intel,i7,Windows 10
ASUS Vivobook 15 Celeron Dual Core ,23480,4.1,39.62 cm (15.6 inches) Display,1 Year Onsite Warranty,No,Asus,No,Not Mentioned,4,SSD,Intel,Celeron,Windows 10
ASUS Vivobook 14 Core i3 10th Gen ,35590,4.0,35.56 cm (14 inch) Display,1 Year Onsite Manufacturing Warranty,No,Asus,No,10,4,HDD,Intel,i3,Windows 10
HP 14s Core i3 10th Gen ,52000,4.1,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,HP,No,10,8,Both,Intel,i3,Windows 10
HP 15s Core i5 11th Gen ,67000,4.3,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,10,8,SSD,Intel,i5,Windows 10
DELL Inspiron 3000 Core i5 9th Gen ,74400,,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Yes,Dell,No,9,8,SSD,Intel,i5,Windows 10
DELL Inspiron 3501 Core i5 11th Gen ,69190,4.4,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Dell,No,10,8,Both,Intel,i5,Windows 10
Lenovo Ideapad Flex 5 Core i3 11th Gen ,54500,,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,Lenovo,Yes,10,8,SSD,Intel,i3,Windows 10
ASUS VivoBook 14 Core i5 11th Gen ,65000,,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Asus,No,10,8,SSD,Intel,i5,Windows 10
Lenovo Ideapad Slim 5i Core i5 11th Gen ,72500,4.5,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,10,8,Both,Intel,i5,Windows 10
HP Pavilion x360 Core i5 10th Gen ,79800,4.5,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,HP,Yes,10,8,SSD,Intel,i5,Windows 10
Lenovo Ideapad 3 Core i3 10th Gen ,45500,4.6,35.56 cm (14 inch) Display,1 Year Onsite Warranty,No,Lenovo,No,10,4,SSD,Intel,i3,Windows 10
Lenovo Yoga Slim 7 Core i7 10th Gen ,90990,4.4,35.56 cm (14 inch) Display,1 Year Onsite Warranty,Yes,Lenovo,No,10,8,SSD,Intel,i7,Windows 10
Lenovo Ideapad Flex 5 Core i3 10th Gen ,48749,4.4,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,No,Lenovo,Yes,10,4,SSD,Intel,i3,Windows 10
HP Dual Core ,29999,,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,Not Metioned,Windows 10
HP 15 Ryzen 3 Dual Core 3200U ,36000,4.1,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,No,HP,No,Not Mentioned,4,HDD,AMD,Ryzen 3,Windows 10
HP Envy Core i7 10th Gen ,163000,4.6,39.62 cm (15.6 inch) Touchscreen Display,1 Year Onsite Warranty,Yes,HP,Yes,10,16,SSD,Intel,i7,Windows 10
